posted,recommend
['2014-06-20'],[True]
['1900-06-23'],[True]
"['2014-07-24', '2014-07-24', '2014-07-24', '2015-04-25', '2014-07-24']","[True, True, True, True, True]"
"['2014-11-18', '2015-05-05', '2014-08-06', '2015-07-17']","[True, False, True, True]"
['2014-07-25'],[True]
['2015-10-30'],[True]
"['2015-09-12', '2012-12-21']","[True, True]"
['2014-07-29'],[True]
['1900-08-17'],[True]
['2014-08-16'],[True]
"['2015-05-31', '2014-12-20', '2015-04-27', '2014-12-26', '1900-01-04']","[True, True, True, True, True]"
['2014-09-10'],[True]
"['2014-12-09', '2014-12-15', '2014-07-28', '2014-08-30']","[True, True, True, True]"
"['2015-11-04', '2013-12-30']","[True, True]"
"['2015-03-28', '2014-10-07', '2014-02-05', '2011-12-27', '2011-12-22', '2011-09-30']","[False, True, True, True, True, True]"
['2015-11-20'],[True]
['2014-03-30'],[True]
['2013-11-26'],[True]
['1900-05-24'],[True]
"['2014-12-03', '2014-11-10', '2014-08-29', '2014-07-08', '2014-01-05', '2013-03-29']","[True, True, True, True, True, True]"
['2014-05-02'],[True]
"['2015-02-16', '2015-01-20', '2013-08-04', '2013-05-24']","[True, True, True, True]"
"['2015-07-13', '2015-07-13', '2015-07-16', '2015-07-13', '2015-07-13', '2015-07-11', '2015-07-11', '2015-01-20', '2014-12-14', '2014-11-14']","[True, True, False, True, False, False, True, True, True, True]"
['2015-01-01'],[True]
['2013-12-28'],[True]
"['2014-10-09', '2015-09-18', '2014-12-31', '2015-10-28', '2015-07-03', '1900-02-19', '1900-07-06']","[True, False, True, False, True, False, True]"
['2014-03-21'],[True]
['2014-12-05'],[True]
"['2015-06-03', '1900-01-12']","[True, True]"
['2014-07-02'],[True]
"['2015-07-28', '2013-12-27', '2014-02-06']","[True, True, True]"
"['1900-07-12', '2015-01-31', '2013-08-27', '2012-12-31', '2012-12-31', '2012-05-27']","[True, True, True, True, True, True]"
['2014-02-22'],[True]
['2015-12-26'],[True]
['2015-10-17'],[False]
"['2014-03-08', '2013-12-28']","[True, True]"
['2014-02-15'],[True]
"['2014-05-15', '2014-10-25']","[True, True]"
['2013-08-04'],[True]
['2015-10-23'],[True]
"['2015-08-30', '2014-02-01', '2013-07-18']","[True, True, True]"
['2014-08-21'],[True]
['2014-01-08'],[False]
['2015-12-01'],[True]
"['1900-07-23', '2013-02-24']","[False, True]"
"['2014-06-21', '2014-06-21']","[True, True]"
"['2014-04-26', '1900-01-18', '2014-11-27', '2014-04-20', '2014-01-25', '2014-01-20']","[True, True, True, True, True, True]"
['2015-11-15'],[True]
"['2013-12-05', '2014-03-09', '2014-01-02', '2014-05-15', '2013-04-19']","[True, True, True, True, True]"
['2015-12-02'],[True]
['2015-06-22'],[True]
"['1900-06-30', '1900-04-11', '2014-12-28', '2014-10-23', '2013-12-28', '2013-06-13']","[True, True, False, False, True, True]"
['2014-02-02'],[True]
['2014-07-22'],[True]
"['1900-09-03', '1900-09-01', '1900-09-01', '2014-12-25', '2014-02-24', '2013-12-30']","[True, True, True, True, False, True]"
"['2015-12-10', '2015-05-24', '2015-05-17', '2014-11-05']","[True, True, True, True]"
['2015-06-06'],[True]
['2014-07-08'],[True]
"['1900-07-23', '1900-07-21']","[True, True]"
"['2013-12-03', '2014-06-23']","[True, True]"
['1900-04-04'],[True]
['1900-03-10'],[True]
"['1900-09-09', '2014-02-14']","[True, True]"
['2015-09-30'],[True]
['1900-09-18'],[False]
['2013-12-23'],[True]
"['2013-05-12', '2014-04-20']","[True, True]"
['2014-02-13'],[True]
['2014-04-27'],[True]
"['2014-12-28', '2014-08-03']","[True, True]"
['2014-09-12'],[True]
"['2014-02-27', '2015-10-01']","[True, True]"
['2014-06-12'],[True]
"['2014-04-24', '2015-08-28', '2015-02-20', '2015-03-27', '2010-11-24']","[True, False, False, True, True]"
['2015-04-15'],[True]
"['2014-07-12', '2014-01-04', '2013-02-25', '2014-08-31', '2014-08-27', '2014-03-19', '2014-01-16']","[True, True, True, True, False, True, True]"
"['1900-07-02', '2013-12-29']","[True, True]"
['2014-12-31'],[True]
"['2014-08-21', '2014-01-28', '2013-07-22']","[True, True, True]"
"['2015-01-28', '2014-06-01', '2014-01-02']","[True, True, False]"
['2013-08-09'],[True]
['2013-12-26'],[True]
"['2015-08-29', '2013-12-16', '2013-12-25']","[False, True, True]"
"['2014-07-20', '2014-12-20', '2014-11-15', '2014-10-11', '2014-12-30', '2014-11-08', '1900-04-07', '1900-02-05', '2014-11-08', '2014-08-08']","[True, False, False, True, False, False, False, True, False, False]"
['2015-08-13'],[False]
['2015-05-23'],[True]
['2014-05-02'],[True]
"['2015-12-24', '1900-01-08', '2015-06-03', '2014-04-23', '2014-02-21']","[True, True, True, True, True]"
['2015-07-31'],[True]
['2014-01-04'],[True]
['2015-09-23'],[True]
['2014-02-15'],[True]
"['1900-04-02', '2015-12-22', '2014-04-28', '1900-03-23', '2015-04-14', '2014-12-25']","[True, False, True, False, True, True]"
['1900-08-17'],[True]
['1900-04-18'],[True]
"['2014-07-08', '2014-05-25']","[True, True]"
"['2015-05-30', '2014-01-27', '2015-02-01', '2014-08-03', '2014-08-30']","[True, True, True, True, True]"
['2014-01-10'],[True]
['1900-07-18'],[True]
['2014-02-13'],[True]
"['2015-12-26', '2015-05-03', '2014-06-21']","[True, True, True]"
"['1900-07-03', '2015-05-02', '2015-04-11', '2015-06-29']","[True, True, True, False]"
['2013-10-02'],[True]
['2014-05-31'],[True]
['1900-07-11'],[True]
"['2013-08-20', '2013-08-20', '2013-08-20', '2013-08-20', '2013-05-03', '2013-05-03', '2013-05-03', '2013-04-23', '2013-04-23', '2013-04-23']","[True, True, True, True, True, True, True, True, True, True]"
"['2014-01-08', '2014-02-13']","[True, True]"
"['2014-08-31', '2014-07-26', '2014-02-13', '2013-12-27']","[True, True, True, True]"
['2015-08-25'],[True]
"['2014-04-06', '2014-03-24', '2014-01-15']","[True, True, True]"
['1900-04-08'],[True]
"['2015-05-26', '2015-07-20', '2015-07-20', '2015-07-20', '2015-07-20']","[True, True, True, True, True]"
['1900-04-16'],[True]
"['2014-11-10', '2014-01-28']","[False, True]"
['2013-06-18'],[True]
['2014-03-30'],[True]
"['2014-04-01', '2014-01-17']","[True, True]"
['1900-06-06'],[True]
['2014-01-11'],[True]
"['2014-06-27', '2015-08-05', '1900-01-23', '2015-08-05', '2015-06-10', '2014-06-29', '2014-05-04']","[True, True, True, True, True, True, True]"
"['2014-12-29', '2015-10-26', '2015-08-09']","[True, True, True]"
"['2015-09-15', '2015-04-12']","[True, True]"
"['1900-08-25', '2015-12-09']","[False, False]"
"['2014-12-28', '2014-03-22']","[True, True]"
"['2015-12-19', '2015-12-12', '2015-11-09', '2015-11-09']","[True, True, True, True]"
['2014-06-25'],[True]
['2015-09-28'],[True]
['1900-01-29'],[False]
"['2014-01-29', '2014-01-26']","[True, True]"
"['2015-03-12', '2014-01-28', '2014-01-25', '2014-05-20', '2014-01-30', '2014-07-06', '2014-03-05', '2012-03-24', '2011-07-29']","[True, True, False, True, True, True, True, True, True]"
['1900-01-06'],[True]
['2014-12-17'],[True]
['1900-02-17'],[False]
"['2015-10-21', '2015-08-01']","[True, True]"
"['2014-04-27', '2014-06-07', '1900-04-05', '1900-03-20', '2015-07-01', '2014-03-23']","[True, True, True, False, True, True]"
['2014-10-16'],[False]
['2014-01-15'],[False]
['2013-12-25'],[True]
"['2014-12-29', '2015-01-07', '2013-12-27']","[True, True, True]"
"['1900-08-12', '2014-04-15', '2014-04-02']","[True, True, True]"
"['2014-03-27', '2014-07-10', '2014-06-27', '2014-06-27', '2014-06-21', '2014-06-20', '2014-06-08', '2014-06-03']","[True, True, True, True, True, True, True, True]"
"['2014-10-15', '2012-09-01']","[True, True]"
"['1900-01-08', '2013-07-24', '2014-03-24', '1900-05-13', '1900-04-25', '1900-08-26', '1900-05-20', '2015-06-12']","[True, True, True, True, False, False, True, True]"
['2014-04-27'],[True]
"['2015-02-28', '2015-03-14']","[True, True]"
"['1900-03-31', '2015-07-03', '2014-01-27']","[False, True, True]"
"['2015-05-20', '2015-08-02', '2015-04-29', '2011-07-11', '2011-07-04', '2011-04-20', '2011-04-20', '2010-11-26']","[True, True, True, True, True, True, True, True]"
"['2014-06-27', '2014-04-11', '2014-03-28', '2013-12-28', '2013-12-23']","[True, True, True, False, True]"
['2014-10-14'],[True]
"['1900-07-28', '2015-06-21', '2015-05-31', '2015-05-29', '2015-05-29', '2015-05-14', '2014-06-30']","[True, True, True, True, True, True, True]"
"['2014-03-21', '2015-07-14', '2014-12-02', '2014-12-18', '2013-11-04', '2013-10-14', '2012-11-02']","[True, False, True, True, True, True, True]"
"['2014-06-04', '2013-12-21', '2014-01-30']","[True, True, True]"
"['2015-12-16', '2015-05-10']","[True, False]"
"['1900-02-07', '1900-01-16', '1900-01-02', '1900-01-01', '2015-11-15', '1900-01-01', '2015-11-05', '2015-04-25']","[True, False, False, True, True, True, True, False]"
"['2015-08-02', '2013-10-26']","[True, True]"
"['2015-08-15', '2015-12-26', '2015-07-06', '2015-06-17']","[True, True, True, True]"
['2015-05-23'],[False]
['2014-07-25'],[False]
"['1900-05-19', '2015-04-20']","[False, True]"
['2013-12-06'],[True]
"['1900-08-13', '2015-12-26', '2014-12-11', '2014-09-06']","[True, False, False, False]"
"['1900-04-26', '1900-02-06']","[True, True]"
['2015-10-16'],[False]
"['2015-09-03', '2015-09-27']","[True, True]"
['2014-06-13'],[True]
['2015-10-28'],[True]
[],[]
['2013-12-25'],[True]
"['1900-01-23', '1900-01-23']","[True, True]"
"['2014-01-28', '2014-01-28', '2014-01-28', '2014-01-28']","[True, True, True, True]"
"['2014-11-15', '2013-12-31', '2015-05-31', '2013-10-09', '2013-09-21', '2013-07-26', '2012-07-21', '2011-11-25', '2011-11-05', '2011-09-15']","[True, True, False, True, True, True, True, True, True, True]"
"['1900-01-10', '2015-12-27', '2014-12-25', '2014-12-18', '2014-08-17', '2013-08-04']","[True, True, True, True, True, True]"
"['2014-03-11', '2014-02-22']","[False, True]"
['2014-09-20'],[True]
"['1900-03-26', '2015-05-30', '2014-12-05', '2014-02-16']","[True, True, True, False]"
"['2013-09-14', '2013-06-25', '2012-12-20', '2011-12-27', '2011-12-24', '2015-04-03', '2015-05-24']","[True, True, True, False, True, False, False]"
"['2014-01-14', '1900-04-21']","[True, True]"
"['2014-11-27', '2015-03-28', '2014-12-22']","[True, True, True]"
"['1900-08-18', '2015-09-28']","[True, True]"
"['2014-11-19', '2013-12-26', '2014-12-02', '2014-12-29', '2014-11-27']","[True, True, True, True, True]"
"['2013-12-30', '2015-09-17', '2014-07-19']","[True, True, True]"
"['2014-06-22', '2013-12-23']","[True, True]"
"['2015-06-20', '2015-05-28']","[True, True]"
['2015-10-26'],[False]
"['1900-04-26', '1900-03-24']","[False, True]"
"['2013-05-14', '1900-06-28']","[True, False]"
"['2015-08-24', '2015-08-24', '2015-08-24']","[True, True, True]"
"['2013-12-09', '2014-11-20', '2014-10-19', '2014-02-25']","[True, True, True, True]"
['2013-12-10'],[True]
"['1900-04-30', '1900-03-01', '2014-02-11', '2014-01-10', '2013-11-28']","[True, True, False, True, True]"
['2015-05-01'],[False]
['2013-03-29'],[True]
['1900-02-09'],[True]
"['2013-09-06', '1900-01-14', '2015-09-16', '2015-09-15', '2013-10-27', '2013-09-22']","[True, True, True, True, True, True]"
"['1900-08-24', '2014-06-23', '1900-07-02', '2015-02-13', '2015-02-13', '2013-12-24']","[True, True, True, True, True, True]"
"['2014-07-22', '2015-10-06']","[True, True]"
['2014-06-07'],[True]
['2013-12-08'],[True]
"['2015-10-16', '2015-10-04']","[False, True]"
['2014-03-21'],[True]
['1900-05-25'],[True]
['2013-12-13'],[True]
"['2015-11-25', '2014-02-06', '2014-10-08', '2014-11-24']","[True, True, True, True]"
['2015-07-18'],[True]
['2013-12-23'],[True]
"['2014-02-13', '2014-01-29']","[True, True]"
['2014-04-25'],[True]
"['2015-06-05', '2015-09-08', '2015-07-28', '2015-05-10', '2015-04-23', '2014-09-18', '2014-09-03', '2014-08-08', '2014-05-30', '2012-08-02']","[True, True, True, True, True, True, False, True, True, True]"
"['2014-05-18', '2014-03-20', '1900-04-24', '2014-07-09', '2014-07-02', '2013-03-14']","[True, True, True, True, True, True]"
"['2015-06-24', '2013-12-03']","[True, True]"
"['2015-04-07', '2015-03-13']","[True, True]"
"['1900-01-23', '2014-03-14', '1900-04-22', '2015-11-01', '2015-11-01', '2014-02-26', '2014-01-05']","[True, True, False, True, True, True, True]"
['2014-03-22'],[False]
"['2014-08-10', '2014-01-31']","[True, True]"
"['2015-04-26', '2015-04-24']","[True, True]"
['2015-05-26'],[True]
['2013-12-06'],[True]
"['2014-08-15', '2014-05-25', '2015-02-24', '2013-12-20']","[True, False, True, True]"
['2015-02-07'],[True]
['2014-01-12'],[True]
"['2014-02-13', '1900-06-02']","[True, True]"
['2015-05-31'],[True]
['2014-07-08'],[True]
"['1900-06-27', '1900-09-15', '1900-07-30', '1900-06-26', '1900-03-30']","[True, True, True, True, True]"
"['2014-08-16', '2013-12-26']","[True, False]"
['1900-02-10'],[False]
['2015-01-10'],[True]
['1900-07-21'],[True]
['2014-08-26'],[True]
['2014-02-27'],[True]
['2015-01-16'],[False]
"['1900-05-10', '2015-01-17']","[True, True]"
"['2014-05-08', '2011-07-05']","[True, True]"
['2014-12-24'],[True]
['2014-08-06'],[True]
"['2014-06-20', '2014-04-17']","[True, True]"
"['2015-02-18', '2015-05-28', '2015-07-06', '2015-01-27']","[True, True, True, True]"
"['2015-09-06', '1900-07-28', '2015-12-18', '2011-10-06']","[True, True, True, True]"
"['2013-12-23', '2015-01-04', '2015-02-21', '2015-05-01', '2015-02-17', '2013-11-28', '2013-05-01']","[True, True, True, True, True, True, True]"
['2013-02-02'],[True]
"['2014-06-12', '2015-11-13', '2015-12-23']","[True, True, True]"
"['1900-05-30', '1900-08-05', '1900-04-13', '1900-01-21', '2015-12-20', '2015-07-04', '2013-08-13', '2013-07-13', '2013-06-21']","[True, True, True, False, True, True, True, True, True]"
"['2013-12-06', '1900-03-30']","[True, True]"
"['2013-07-05', '1900-07-15', '2015-01-24', '2015-06-11', '1900-05-07', '2014-05-09', '2014-02-21', '2013-07-07', '2013-07-07']","[True, False, True, True, True, True, True, True, True]"
"['2014-11-29', '2014-10-17']","[True, False]"
"['2014-12-22', '2015-04-04']","[True, True]"
"['2014-11-02', '2013-12-04']","[True, True]"
['2013-12-22'],[True]
['2015-12-05'],[True]
"['2013-12-01', '2013-12-01']","[True, True]"
['2014-10-12'],[True]
"['1900-07-06', '2012-09-01']","[True, True]"
['1900-05-07'],[True]
['2014-06-19'],[True]
['2014-04-16'],[True]
"['2014-09-10', '2014-09-10', '2014-01-27', '2015-09-27']","[True, True, True, False]"
['2015-06-11'],[True]
"['1900-06-03', '2014-05-16']","[True, True]"
['2014-09-21'],[True]
"['2013-11-05', '2013-09-29', '1900-01-05', '2015-04-13', '2015-11-20', '2014-01-02', '2014-06-07', '2013-07-28', '2013-01-09']","[True, True, True, True, True, False, False, True, True]"
"['2015-06-30', '2015-01-21']","[True, True]"
['2013-12-19'],[True]
['2014-01-02'],[True]
['2014-05-04'],[True]
['2015-01-04'],[True]
['1900-02-28'],[True]
['2015-05-04'],[True]
['2015-05-09'],[True]
['1900-01-25'],[True]
"['2014-11-28', '2015-11-19', '2015-09-23', '2014-07-23', '1900-06-13']","[False, False, False, True, False]"
"['2015-10-29', '2014-04-25']","[True, True]"
"['1900-09-15', '2015-11-29', '2015-11-29', '2015-11-29']","[True, True, True, True]"
['2015-11-06'],[False]
['1900-01-04'],[True]
"['1900-06-10', '2013-12-18']","[True, False]"
['2014-11-20'],[True]
"['2015-02-28', '2015-01-03', '2014-03-27']","[True, True, True]"
['2015-12-01'],[True]
['2015-04-09'],[True]
['2014-06-07'],[False]
['2014-07-19'],[True]
"['2015-12-31', '2014-09-03']","[True, True]"
['2014-01-24'],[True]
"['2015-08-24', '2015-10-04', '2015-10-11', '2015-09-06']","[True, True, True, False]"
['1900-07-30'],[True]
"['1900-07-01', '2015-05-17', '2015-01-01']","[True, True, True]"
"['1900-06-29', '2014-07-28']","[True, True]"
['2015-12-12'],[True]
"['2015-07-21', '2015-03-24', '2014-07-08', '2014-12-20', '2015-02-20']","[True, True, True, True, True]"
['2015-06-26'],[True]
"['2015-01-16', '2014-08-15']","[True, True]"
['2014-01-23'],[True]
['2014-03-01'],[True]
"['2015-06-13', '2015-06-11']","[True, True]"
['2014-03-07'],[True]
"['2015-04-17', '2015-04-17', '2014-12-22', '2014-12-22', '2014-04-27', '2013-12-20']","[True, True, True, True, True, True]"
['2015-03-10'],[True]
['2014-06-24'],[True]
['1900-09-17'],[True]
"['2014-01-17', '2013-09-10']","[True, True]"
['2015-11-02'],[False]
['2015-02-20'],[True]
['2013-04-14'],[True]
"['2014-12-18', '2014-11-04', '2015-01-27', '2015-05-31', '2014-12-18']","[False, True, False, True, True]"
['2015-04-12'],[True]
['2014-09-12'],[True]
['2014-05-30'],[True]
"['2015-12-23', '2015-10-30', '1900-01-30', '2015-06-25', '2014-12-22', '2014-01-12']","[False, True, False, True, True, True]"
['2014-01-13'],[True]
"['2014-10-28', '2014-04-24']","[True, True]"
['2015-11-18'],[True]
"['2014-12-20', '2015-04-09', '2013-03-02', '2015-10-15', '2015-05-06', '2015-04-21', '2014-10-29', '2014-06-22']","[True, False, True, True, False, True, True, True]"
"['2015-04-17', '1900-07-02', '2015-12-07', '2013-11-27']","[True, True, False, True]"
"['2014-01-05', '2014-02-24']","[True, True]"
['2014-09-24'],[True]
['2013-06-29'],[True]
"['1900-06-26', '2015-08-04']","[True, True]"
['2015-06-01'],[True]
"['2015-08-21', '1900-05-16']","[True, True]"
['2014-07-01'],[True]
"['1900-04-23', '1900-02-12']","[True, True]"
"['2014-02-02', '2013-12-14', '2014-07-23', '2014-07-09', '2014-07-25', '2014-04-04']","[True, True, False, True, True, True]"
['2015-10-30'],[True]
['2015-08-08'],[True]
['2015-12-31'],[True]
"['2015-10-14', '2015-10-06']","[False, False]"
['2014-06-30'],[True]
"['2013-11-26', '2014-04-29', '2014-05-26', '2014-03-05']","[True, True, True, True]"
['2014-04-30'],[True]
['2013-12-06'],[True]
"['2014-01-20', '1900-02-07', '2015-11-16']","[True, True, True]"
['2014-10-02'],[True]
['2014-09-25'],[True]
"['2014-11-24', '2013-12-06', '2013-12-02', '2015-09-26', '2015-06-09', '2013-11-30', '2013-12-28', '2014-11-30', '2013-12-29', '2013-11-30']","[True, True, True, True, True, True, True, True, True, False]"
"['2015-11-16', '2015-05-26']","[False, True]"
['2014-06-24'],[True]
"['2015-01-10', '2015-01-10', '2014-09-29', '2015-01-16']","[True, True, True, True]"
['2013-07-13'],[True]
"['2013-12-21', '2014-01-24']","[True, True]"
['1900-03-09'],[True]
[],[]
"['1900-02-02', '2014-12-27', '2014-09-27', '2014-08-28', '2014-08-28']","[True, True, True, True, True]"
"['2014-12-27', '2014-07-11', '2014-07-11', '2014-07-11', '2014-06-26', '2014-04-13', '2014-01-01']","[True, True, True, True, True, False, True]"
"['2014-06-21', '2014-02-11']","[True, True]"
"['2014-11-27', '2014-09-15', '2014-03-05', '2014-12-15', '2014-09-18', '2014-05-02', '2014-04-16', '2014-03-08', '2014-02-18', '2013-08-01']","[True, True, True, True, True, True, True, True, True, True]"
['1900-01-31'],[True]
['1900-05-05'],[True]
['2015-01-14'],[True]
['2015-06-22'],[True]
['2014-12-14'],[True]
['2015-01-27'],[True]
"['2015-09-24', '2015-09-24', '2015-09-24', '2015-09-24', '2015-09-24', '2015-09-24', '2015-04-26']","[True, False, False, True, True, True, True]"
['1900-08-29'],[False]
['1900-08-01'],[True]
"['2015-06-29', '2014-09-03', '2014-06-28']","[False, True, True]"
"['2014-12-27', '2014-11-06', '2014-10-30', '2014-03-13']","[True, True, False, True]"
['1900-07-28'],[True]
"['1900-02-07', '2015-07-07']","[True, True]"
